"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Total Population:","Total Population: Male","Total Population: Female","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Households:","Households: Family Households","Households: Family Households: Married-Couple Family","Households: Family Households: Other Family","Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present","Households: Nonfamily Households","Households: Nonfamily Households: Male Householder","Households: Nonfamily Households: Female Householder","Median Household Income (In 2017 Inflation Adjusted Dollars)","Housing Units","Occupied Housing Units:","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied","Population for Whom Poverty Status Is Determined:","Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly)","Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling)","Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling)","Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)"
"32003003413","Census Tract 34.13, Clark County, Nevada","Census Tract 34.13, Clark County, Nevada","nv","140","00","ACSSF","0000578",,,,,"32","003",,,,"003413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003413",,,"2594524","0",5578,5578,5568.248,1.00175135946576,5578,2912,2666,5578,321,585,359,239,632,708,850,730,646,286,169,53,5578,3902,752,30,135,141,457,161,1919,1324,712,612,276,336,595,341,254,41369,2128,1919,834,1085,5519,859,1546,2405,3114
"32003003414","Census Tract 34.14, Clark County, Nevada","Census Tract 34.14, Clark County, Nevada","nv","140","00","ACSSF","0000579",,,,,"32","003",,,,"003414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003414",,,"3195119","0",2389,2389,1936.542,1.23364239525434,2389,1112,1277,2389,74,64,118,110,234,158,204,378,459,309,165,116,2389,1719,340,24,40,5,172,89,702,565,433,132,60,72,137,92,45,89167,778,702,625,77,2235,204,169,373,1862
"32003003415","Census Tract 34.15, Clark County, Nevada","Census Tract 34.15, Clark County, Nevada","nv","140","00","ACSSF","0000580",,,,,"32","003",,,,"003415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003415",,,"3986137","0",6851,6851,4451.43,1.53905616551119,6851,2991,3860,6851,691,493,559,228,624,1307,903,625,944,345,62,70,6851,3653,1000,42,244,49,1216,647,2588,1664,772,892,360,532,924,347,577,44573,2863,2588,872,1716,6842,1901,1190,3091,3751
"32003003416","Census Tract 34.16, Clark County, Nevada","Census Tract 34.16, Clark County, Nevada","nv","140","00","ACSSF","0000581",,,,,"32","003",,,,"003416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003416",,,"1209898","0",3157,3157,6758.084,0.467144249316985,3157,1439,1718,3157,141,154,184,107,270,284,344,583,386,362,177,165,3157,2311,313,0,200,0,139,194,983,712,585,127,28,99,271,142,129,71908,1159,983,717,266,2965,301,344,645,2320
"32003003418","Census Tract 34.18, Clark County, Nevada","Census Tract 34.18, Clark County, Nevada","nv","140","00","ACSSF","0000582",,,,,"32","003",,,,"003418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003418",,,"1185723","0",4095,4095,8944.754,0.457810229236583,4095,1857,2238,4095,406,494,335,120,542,693,451,488,291,217,58,0,4095,2108,666,11,650,0,356,304,1506,976,504,472,70,402,530,280,250,35644,1718,1506,143,1363,4095,1037,1395,2432,1663
"32003003419","Census Tract 34.19, Clark County, Nevada","Census Tract 34.19, Clark County, Nevada","nv","140","00","ACSSF","0000583",,,,,"32","003",,,,"003419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003419",,,"1513418","0",6660,6660,11397.59,0.584333981470184,6660,3655,3005,6660,382,745,760,385,568,997,901,812,558,419,119,14,6660,3437,1888,30,163,70,869,203,2378,1332,701,631,72,559,1046,562,484,38870,2707,2378,624,1754,6597,1399,2662,4061,2536
"32003003420","Census Tract 34.20, Clark County, Nevada","Census Tract 34.20, Clark County, Nevada","nv","140","00","ACSSF","0000584",,,,,"32","003",,,,"003420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003420",,,"1307968","0",3591,3591,7110.76,0.50500928961833,3591,1815,1776,3591,307,201,110,121,451,457,600,403,516,245,119,61,3591,2140,719,82,50,44,438,118,1349,717,385,332,114,218,632,337,295,36636,1634,1349,564,785,3548,669,1027,1696,1852
"32003003421","Census Tract 34.21, Clark County, Nevada","Census Tract 34.21, Clark County, Nevada","nv","140","00","ACSSF","0000585",,,,,"32","003",,,,"003421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003421",,,"1156242","0",3621,3621,8111.059,0.44642755101568,3621,1695,1926,3621,275,190,206,227,418,546,510,420,399,173,243,14,3621,1888,453,10,299,0,529,442,1259,777,526,251,119,132,482,221,261,49986,1395,1259,507,752,3621,711,967,1678,1943
"32003003422","Census Tract 34.22, Clark County, Nevada","Census Tract 34.22, Clark County, Nevada","nv","140","00","ACSSF","0000586",,,,,"32","003",,,,"003422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003422",,,"1497502","0",5369,5369,9285.895,0.578188779253031,5369,2553,2816,5369,302,401,304,264,461,815,754,684,678,444,223,39,5369,3537,594,195,113,105,670,155,2052,1099,561,538,143,395,953,478,475,38373,2256,2052,752,1300,5353,1158,1774,2932,2421
"32003003423","Census Tract 34.23, Clark County, Nevada","Census Tract 34.23, Clark County, Nevada","nv","140","00","ACSSF","0000587",,,,,"32","003",,,,"003423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003423",,,"1975415","0",6833,6833,8958.82,0.762712028009396,6833,3430,3403,6833,675,765,422,163,704,1050,874,885,702,284,245,64,6833,2435,2119,51,471,0,1555,202,2134,1295,669,626,184,442,839,486,353,45471,2480,2134,852,1282,6773,1642,1779,3421,3352
"32003003426","Census Tract 34.26, Clark County, Nevada","Census Tract 34.26, Clark County, Nevada","nv","140","00","ACSSF","0000588",,,,,"32","003",,,,"003426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003426",,,"1247999","0",3440,3440,7139.075,0.481855128286309,3440,1810,1630,3440,161,337,271,116,233,385,321,584,456,276,181,119,3440,1908,734,75,152,7,365,199,1185,671,369,302,50,252,514,193,321,42723,1316,1185,556,629,3440,794,803,1597,1843
"32003003427","Census Tract 34.27, Clark County, Nevada","Census Tract 34.27, Clark County, Nevada","nv","140","00","ACSSF","0000589",,,,,"32","003",,,,"003427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003427",,,"1202168","0",4171,4171,8986.132,0.464159679504307,4171,1999,2172,4171,272,307,405,161,331,597,599,650,355,359,86,49,4171,2816,860,0,105,0,272,118,1485,930,483,447,143,304,555,309,246,37875,1688,1485,653,832,4171,1227,950,2177,1994
"32003003428","Census Tract 34.28, Clark County, Nevada","Census Tract 34.28, Clark County, Nevada","nv","140","00","ACSSF","0000590",,,,,"32","003",,,,"003428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003428",,,"663150","0",2156,2156,8420.439,0.256043657345131,2156,1120,1036,2156,143,190,225,76,164,404,368,217,167,152,29,21,2156,1433,274,0,23,13,413,0,650,432,247,185,79,106,218,165,53,40648,732,650,282,368,2100,523,608,1131,969
"32003003429","Census Tract 34.29, Clark County, Nevada","Census Tract 34.29, Clark County, Nevada","nv","140","00","ACSSF","0000591",,,,,"32","003",,,,"003429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003429",,,"1502509","0",5654,5654,9746.226,0.58012199284321,5654,2706,2948,5654,573,374,366,189,487,991,660,825,550,375,208,56,5654,2616,1248,0,287,54,1261,188,2004,1078,586,492,151,341,926,497,429,40109,2301,2004,658,1346,5624,1368,1074,2442,3182
"32003003430","Census Tract 34.30, Clark County, Nevada","Census Tract 34.30, Clark County, Nevada","nv","140","00","ACSSF","0000592",,,,,"32","003",,,,"003430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003430",,,"642547","0",2796,2796,11270.16,0.248088794233796,2796,1247,1549,2796,161,219,195,117,272,369,336,364,338,333,64,28,2796,1221,707,0,274,32,442,120,1071,567,324,243,55,188,504,229,275,26938,1154,1071,395,676,2796,494,1003,1497,1299
"32003003431","Census Tract 34.31, Clark County, Nevada","Census Tract 34.31, Clark County, Nevada","nv","140","00","ACSSF","0000593",,,,,"32","003",,,,"003431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003431",,,"749215","0",3356,3356,11601.48,0.289273541035711,3356,1583,1773,3356,361,323,378,172,306,705,472,353,170,60,41,15,3356,1424,963,106,132,0,585,146,983,713,294,419,105,314,270,126,144,33644,1116,983,180,803,3356,1301,911,2212,1144
"32003003500","Census Tract 35, Clark County, Nevada","Census Tract 35, Clark County, Nevada","nv","140","00","ACSSF","0000594",,,,,"32","003",,,,"003500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003500",,,"983588","0",3220,3220,8478.917,0.379765466094824,3220,1508,1712,3220,336,296,334,99,339,465,354,355,330,210,101,1,3220,909,1737,0,218,0,289,67,914,615,255,360,103,257,299,161,138,38135,1052,914,366,548,3190,870,1169,2039,1151
"32003003607","Census Tract 36.07, Clark County, Nevada","Census Tract 36.07, Clark County, Nevada","nv","140","00","ACSSF","0000595",,,,,"32","003",,,,"003607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003607",,,"2539778","0",7854,7854,8009.269,0.980613809793713,7854,3592,4262,7854,447,601,513,562,770,1121,1516,887,758,380,192,107,7854,4882,1074,0,546,23,894,435,2414,1910,1259,651,150,501,504,170,334,61774,2490,2414,1546,868,7808,744,1940,2684,5124
"32003003609","Census Tract 36.09, Clark County, Nevada","Census Tract 36.09, Clark County, Nevada","nv","140","00","ACSSF","0000596",,,,,"32","003",,,,"003609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003609",,,"2668823","0",5054,5054,4904.708,1.0304383649654,5054,2446,2608,5054,197,219,241,206,620,657,686,846,560,398,284,140,5054,3382,596,1,115,60,517,383,1788,1190,745,445,161,284,598,311,287,63108,1884,1788,1256,532,5012,258,876,1134,3878
"32003003610","Census Tract 36.10, Clark County, Nevada","Census Tract 36.10, Clark County, Nevada","nv","140","00","ACSSF","0000597",,,,,"32","003",,,,"003610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003610",,,"2703326","0",5752,5752,5510.845,1.0437600483091,5752,2850,2902,5752,446,584,306,162,726,613,782,803,645,513,154,18,5752,3475,978,32,225,119,689,234,1798,1411,1088,323,97,226,387,223,164,68952,1886,1798,1313,485,5739,323,1352,1675,4064
"32003003612","Census Tract 36.12, Clark County, Nevada","Census Tract 36.12, Clark County, Nevada","nv","140","00","ACSSF","0000598",,,,,"32","003",,,,"003612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003612",,,"2727271","0",7938,7938,7538.424,1.05300526488926,7938,4323,3615,7938,667,660,556,137,592,1136,900,1175,782,809,255,269,7938,4539,1783,11,555,0,454,596,2616,1767,1218,549,207,342,849,418,431,61685,2775,2616,1462,1154,7938,296,2471,2767,5171
"32003003613","Census Tract 36.13, Clark County, Nevada","Census Tract 36.13, Clark County, Nevada","nv","140","00","ACSSF","0000599",,,,,"32","003",,,,"003613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003613",,,"2606001","0",7289,7289,7244.211,1.00618265412813,7289,3462,3827,7289,439,530,587,477,907,906,1220,789,776,475,122,61,7289,3851,1590,0,349,329,747,423,2048,1518,979,539,192,347,530,337,193,57318,2227,2048,1130,918,7283,1084,1838,2922,4361
"32003003615","Census Tract 36.15, Clark County, Nevada","Census Tract 36.15, Clark County, Nevada","nv","140","00","ACSSF","0000600",,,,,"32","003",,,,"003615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003615",,,"2568091","0",2666,2666,2688.732,0.991545520674227,2666,1253,1413,2666,121,147,249,203,255,317,313,431,377,197,29,27,2666,1306,662,0,167,17,240,274,929,575,309,266,63,203,354,210,144,43811,1079,929,378,551,2598,618,475,1093,1505
"32003003616","Census Tract 36.16, Clark County, Nevada","Census Tract 36.16, Clark County, Nevada","nv","140","00","ACSSF","0000601",,,,,"32","003",,,,"003616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003616",,,"8744658","0",4720,4720,1397.967,3.37633147335046,4720,2250,2470,4720,398,452,395,189,378,529,648,670,432,402,185,42,4720,1704,1665,36,220,0,977,118,1525,984,520,464,133,331,541,248,293,33125,1648,1525,821,704,4674,1130,1852,2982,1692
"32003003617","Census Tract 36.17, Clark County, Nevada","Census Tract 36.17, Clark County, Nevada","nv","140","00","ACSSF","0000602",,,,,"32","003",,,,"003617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003617",,,"1339423","0",1356,1356,2622.042,0.517154133532665,1356,679,677,1356,29,65,153,95,129,165,231,235,149,63,42,0,1356,491,463,0,131,0,211,60,448,325,183,142,38,104,123,85,38,45217,563,448,295,153,1321,198,413,611,710
"32003003618","Census Tract 36.18, Clark County, Nevada","Census Tract 36.18, Clark County, Nevada","nv","140","00","ACSSF","0000603",,,,,"32","003",,,,"003618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003618",,,"5784797","0",9366,9366,4193.376,2.23352270358009,9366,4672,4694,9366,847,820,787,406,648,1807,1846,986,625,460,134,0,9366,6227,1231,17,1078,53,314,446,3132,2330,1722,608,197,411,802,407,395,72773,3324,3132,1699,1433,9351,655,978,1633,7718
"32003003619","Census Tract 36.19, Clark County, Nevada","Census Tract 36.19, Clark County, Nevada","nv","140","00","ACSSF","0000604",,,,,"32","003",,,,"003619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003619",,,"1689913","0",3852,3852,5903.638,0.652479084845181,3852,1988,1864,3852,214,310,306,263,317,445,534,647,364,370,55,27,3852,1776,557,21,871,0,339,288,1141,913,827,86,29,57,228,140,88,124698,1231,1141,882,259,3805,148,140,288,3517
"32003003620","Census Tract 36.20, Clark County, Nevada","Census Tract 36.20, Clark County, Nevada","nv","140","00","ACSSF","0000605",,,,,"32","003",,,,"003620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003620",,,"2347557","0",5903,5903,6512.6,0.906396863614812,5903,2929,2974,5903,399,649,523,291,491,940,934,870,410,281,78,37,5903,3338,960,0,804,151,308,342,1715,1385,1064,321,154,167,330,210,120,99073,1852,1715,1118,597,5903,368,503,871,5032
"32003003621","Census Tract 36.21, Clark County, Nevada","Census Tract 36.21, Clark County, Nevada","nv","140","00","ACSSF","0000606",,,,,"32","003",,,,"003621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003621",,,"2048163","0",3052,3052,3859.382,0.790800189035625,3052,1390,1662,3052,0,0,0,10,14,34,45,76,728,1442,618,85,3052,2501,166,18,281,0,40,46,1678,1110,1013,97,51,46,568,145,423,52540,1920,1678,1278,400,3052,179,435,614,2438
"32003003622","Census Tract 36.22, Clark County, Nevada","Census Tract 36.22, Clark County, Nevada","nv","140","00","ACSSF","0000607",,,,,"32","003",,,,"003622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003622",,,"6136973","0",6914,6914,2917.917,2.36949862315964,6914,3414,3500,6914,626,496,563,303,692,1069,1062,807,772,415,77,32,6914,3861,1165,50,773,29,744,292,2047,1671,1318,353,95,258,376,130,246,73750,2166,2047,1580,467,6914,322,1093,1415,5499
"32003003623","Census Tract 36.23, Clark County, Nevada","Census Tract 36.23, Clark County, Nevada","nv","140","00","ACSSF","0000608",,,,,"32","003",,,,"003623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003623",,,"26370293","0",6061,6061,595.288,10.1816270963418,6061,2950,3111,6061,744,632,478,276,630,1192,808,510,412,286,61,32,6061,2904,1785,10,240,30,702,390,1885,1331,729,602,137,465,554,280,274,57367,2030,1885,671,1214,6031,1271,1321,2592,3439
"32003003624","Census Tract 36.24, Clark County, Nevada","Census Tract 36.24, Clark County, Nevada","nv","140","00","ACSSF","0000609",,,,,"32","003",,,,"003624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003624",,,"2654881","0",6825,6825,6658.177,1.02505532844168,6825,3675,3150,6825,526,765,299,393,1281,1054,883,717,535,249,46,77,6825,2952,1810,0,549,0,907,607,1979,1489,879,610,255,355,490,276,214,56215,2185,1979,929,1050,6818,360,2058,2418,4400
"32003003625","Census Tract 36.25, Clark County, Nevada","Census Tract 36.25, Clark County, Nevada","nv","140","00","ACSSF","0000610",,,,,"32","003",,,,"003625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003625",,,"2568003","0",8648,8648,8722.037,0.991511543682828,8648,4455,4193,8648,1113,831,720,487,1076,1424,1086,1134,333,237,143,64,8648,4177,2586,33,460,0,612,780,2311,1696,1169,527,134,393,615,256,359,47889,2597,2311,1282,1029,8648,2015,2002,4017,4631
"32003003626","Census Tract 36.26, Clark County, Nevada","Census Tract 36.26, Clark County, Nevada","nv","140","00","ACSSF","0000611",,,,,"32","003",,,,"003626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003626",,,"8033884","0",4176,4176,1346.272,3.10190008602356,4176,2275,1901,4176,338,315,334,296,383,604,688,462,442,296,7,11,4176,2228,828,100,470,0,180,370,1144,918,661,257,119,138,226,160,66,91222,1255,1144,855,289,4152,552,541,1093,3059
"32003003627","Census Tract 36.27, Clark County, Nevada","Census Tract 36.27, Clark County, Nevada","nv","140","00","ACSSF","0000612",,,,,"32","003",,,,"003627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003627",,,"1566877","0",4836,4836,7993.724,0.604974617643016,4836,2376,2460,4836,287,506,245,169,679,1063,580,556,357,304,76,14,4836,2660,968,0,207,24,914,63,1528,1221,909,312,76,236,307,185,122,63111,1733,1528,709,819,4800,420,792,1212,3588
"32003003628","Census Tract 36.28, Clark County, Nevada","Census Tract 36.28, Clark County, Nevada","nv","140","00","ACSSF","0000613",,,,,"32","003",,,,"003628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003628",,,"25368319","112001",10024,10024,1023.404,9.79476352786191,10024,5230,4794,10024,859,905,775,663,988,1616,1443,1189,802,650,104,30,10024,5186,2615,0,779,36,565,843,2820,2173,1368,805,310,495,647,454,193,65262,3057,2820,1812,1008,9975,1539,1889,3428,6547
"32003003629","Census Tract 36.29, Clark County, Nevada","Census Tract 36.29, Clark County, Nevada","nv","140","00","ACSSF","0000614",,,,,"32","003",,,,"003629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003629",,,"2420219","0",6605,6605,7068.315,0.934451819853992,6605,2871,3734,6605,611,657,521,240,577,1219,879,666,444,502,273,16,6605,3943,1158,30,494,0,169,811,2056,1672,1090,582,52,530,384,106,278,70938,2542,2056,1223,833,6605,519,1297,1816,4789
"32003003630","Census Tract 36.30, Clark County, Nevada","Census Tract 36.30, Clark County, Nevada","nv","140","00","ACSSF","0000615",,,,,"32","003",,,,"003630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003630",,,"2690222","0",6718,6718,6467.696,1.03870056540803,6718,3244,3474,6718,400,492,342,286,662,889,1090,957,792,574,201,33,6718,4465,1083,19,406,17,488,240,1953,1511,1176,335,161,174,442,208,234,68822,2138,1953,1288,665,6718,563,1926,2489,4229
"32003003631","Census Tract 36.31, Clark County, Nevada","Census Tract 36.31, Clark County, Nevada","nv","140","00","ACSSF","0000616",,,,,"32","003",,,,"003631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003631",,,"1314764","0",3732,3732,7351.765,0.507633239999568,3732,1872,1860,3732,387,298,268,70,268,537,622,457,416,244,124,41,3732,1942,830,0,517,21,209,213,1168,904,599,305,44,261,264,137,127,62674,1267,1168,750,418,3725,374,1150,1524,2201
"32003003632","Census Tract 36.32, Clark County, Nevada","Census Tract 36.32, Clark County, Nevada","nv","140","00","ACSSF","0000617",,,,,"32","003",,,,"003632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003632",,,"1326618","0",3387,3387,6612.521,0.512210095181908,3387,1703,1684,3387,234,256,307,128,265,439,625,430,267,268,143,25,3387,2022,601,21,197,4,319,223,1020,803,604,199,56,143,217,122,95,66875,1020,1020,745,275,3387,406,698,1104,2283
"32003003633","Census Tract 36.33, Clark County, Nevada","Census Tract 36.33, Clark County, Nevada","nv","140","00","ACSSF","0000618",,,,,"32","003",,,,"003633",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003633",,,"1338814","0",3613,3613,6989.49,0.516918997308096,3613,1893,1720,3613,425,350,267,140,217,497,470,538,329,276,103,1,3613,2271,744,34,274,0,167,123,1136,902,511,391,127,264,234,184,50,54348,1225,1136,622,514,3601,461,875,1336,2265
"32003003634","Census Tract 36.34, Clark County, Nevada","Census Tract 36.34, Clark County, Nevada","nv","140","00","ACSSF","0000619",,,,,"32","003",,,,"003634",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003634",,,"1358939","0",4634,4634,8831.894,0.524689303579785,4634,2149,2485,4634,361,194,448,342,476,565,649,475,607,314,167,36,4634,2593,1169,8,438,9,167,250,1321,1115,652,463,156,307,206,141,65,51982,1401,1321,809,512,4617,396,1406,1802,2815
"32003003635","Census Tract 36.35, Clark County, Nevada","Census Tract 36.35, Clark County, Nevada","nv","140","00","ACSSF","0000620",,,,,"32","003",,,,"003635",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003635",,,"1529248","0",6076,6076,10290.53,0.590445978900288,6076,2919,3157,6076,355,610,364,300,614,851,891,858,610,286,266,71,6076,2910,1034,182,494,54,828,574,1746,1452,1001,451,133,318,294,161,133,64211,1872,1746,1174,572,6012,264,961,1225,4787
"32003003636","Census Tract 36.36, Clark County, Nevada","Census Tract 36.36, Clark County, Nevada","nv","140","00","ACSSF","0000621",,,,,"32","003",,,,"003636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003636",,,"1111087","0",2571,2571,5993.104,0.428993107303972,2571,1264,1307,2571,89,94,283,106,255,242,342,504,314,230,112,0,2571,1983,379,0,135,0,26,48,827,690,536,154,42,112,137,56,81,91845,827,827,690,137,2565,43,270,313,2252
"32003003637","Census Tract 36.37, Clark County, Nevada","Census Tract 36.37, Clark County, Nevada","nv","140","00","ACSSF","0000622",,,,,"32","003",,,,"003637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003637",,,"1356184","0",4673,4673,8924.315,0.523625592087685,4673,2068,2605,4673,277,510,608,78,495,748,792,553,313,161,138,0,4673,2682,1044,166,249,0,311,221,1456,970,725,245,65,180,486,253,233,58831,1637,1456,820,636,4469,420,1077,1497,2972
"32003003638","Census Tract 36.38, Clark County, Nevada","Census Tract 36.38, Clark County, Nevada","nv","140","00","ACSSF","0000623",,,,,"32","003",,,,"003638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003638",,,"1389102","0",3178,3178,5925.398,0.536335303484032,3178,1535,1643,3178,222,212,321,240,250,532,598,296,245,234,22,6,3178,1405,900,7,185,134,383,164,961,705,404,301,62,239,256,160,96,57356,1084,961,579,382,3171,770,671,1441,1730
"32003003639","Census Tract 36.39, Clark County, Nevada","Census Tract 36.39, Clark County, Nevada","nv","140","00","ACSSF","0000624",,,,,"32","003",,,,"003639",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003639",,,"1392412","0",4468,4468,8310.807,0.537613301683251,4468,2316,2152,4468,306,399,461,134,404,759,722,604,314,255,95,15,4468,2475,674,3,219,0,677,420,1229,942,596,346,64,282,287,191,96,61089,1299,1229,933,296,4468,364,1349,1713,2755
"32003003640","Census Tract 36.40, Clark County, Nevada","Census Tract 36.40, Clark County, Nevada","nv","140","00","ACSSF","0000625",,,,,"32","003",,,,"003640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003640",,,"4047894","0",4538,4538,2903.575,1.5629006775321,4538,2480,2058,4538,308,439,416,203,499,567,698,567,511,295,35,0,4538,2394,1097,35,192,23,478,319,1419,1101,778,323,101,222,318,187,131,52829,1634,1419,858,561,4530,415,1283,1698,2832
"32003003641","Census Tract 36.41, Clark County, Nevada","Census Tract 36.41, Clark County, Nevada","nv","140","00","ACSSF","0000626",,,,,"32","003",,,,"003641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003641",,,"2752813","0",6097,6097,5736.371,1.06286708664287,6097,2882,3215,6097,416,531,517,317,955,652,1021,506,607,331,208,36,6097,2594,1922,90,447,209,476,359,1776,1337,852,485,140,345,439,188,251,60500,2021,1776,856,920,5936,724,1670,2394,3542
"32003003642","Census Tract 36.42, Clark County, Nevada","Census Tract 36.42, Clark County, Nevada","nv","140","00","ACSSF","0000627",,,,,"32","003",,,,"003642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003003642",,,"2619136","0",4113,4113,4067.227,1.01125410619663,4113,2132,1981,4113,309,341,306,219,390,535,906,520,297,226,64,0,4113,1701,1172,0,366,20,720,134,1095,930,596,334,89,245,165,103,62,73482,1171,1095,709,386,4103,484,728,1212,2891
