GEOID,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Consolidated City,American Indian Area/Alaska Native Area/Hawaiian Home Land (Census),American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian Tribal Subdivision (Census),American Indian Tribal Subdivision (FIPS),Alaska Native Regional Corporation (FIPS),Metropolitan and Micropolitan Statistical Area,Combined Statistical Area,Metropolitan Division,Metropolitan Area Central City,Metropolitan/Micropolitan Indicator Flag,New England City and Town Combined Statistical Area,New England City and Town Area,New England City and Town Area Division,Urban Area,Urban Area Central Place,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,Voting District,ZIP Code Tabulation Area (3-digit),ZIP Code Tabulation Area (5-digit),Subbarrio (FIPS),School District (Elementary),School District (Secondary),School District (Unified),Urban/Rural,Principal City Indicator,Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 5% File,Public Use Microdata Area - 1% File,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Total Population,Total Population.1,Population Density (Per Sq. Mile),Area (Land).1,Total Population:,Total Population: Male,Total Population: Female,Total Population:.1,Total Population: Under 5 Years,Total Population: 5 to 9 Years,Total Population: 10 to 14 Years,Total Population: 15 to 17 Years,Total Population: 18 to 24 Years,Total Population: 25 to 34 Years,Total Population: 35 to 44 Years,Total Population: 45 to 54 Years,Total Population: 55 to 64 Years,Total Population: 65 to 74 Years,Total Population: 75 to 84 Years,Total Population: 85 Years and Over,Total Population:.2,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Households:,Households: Family Households,Households: Family Households: Married-Couple Family,Households: Family Households: Other Family,"Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present",Households: Nonfamily Households,Households: Nonfamily Households: Male Householder,Households: Nonfamily Households: Female Householder,Median Household Income (In 2017 Inflation Adjusted Dollars),Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly),Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling),Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling),Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)
32031002618,"Census Tract 26.18, Washoe County, Nevada","Census Tract 26.18, Washoe County, Nevada",nv,140,0,ACSSF,949,,,,,32,31,,,,2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031002618,,,74640895,213306,5674,5674,196.8839,28.819012288859998,5674,3069,2605,5674,377,271,190,241,494,713,422,929,874,892,237,34,5674,5274,74,39,104,0,183,0,2067,1563,1273,290,202,88,504,226,278,69495.0,2160,2067,1878,189,5674,185,1497,1682,3992
32031002619,"Census Tract 26.19, Washoe County, Nevada","Census Tract 26.19, Washoe County, Nevada",nv,140,0,ACSSF,950,,,,,32,31,,,,2619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031002619,,,20815395,0,5761,5761,716.8214,8.03686966889422,5761,2851,2910,5761,335,589,295,206,446,1043,774,616,793,376,256,32,5761,4769,85,33,73,36,574,191,2139,1208,827,381,111,270,931,503,428,58774.0,2457,2139,1376,763,5744,914,1141,2055,3689
32031002703,"Census Tract 27.03, Washoe County, Nevada","Census Tract 27.03, Washoe County, Nevada",nv,140,0,ACSSF,951,,,,,32,31,,,,2703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031002703,,,5092723,0,2665,2665,1355.33,1.9663114269255302,2665,1463,1202,2665,362,157,125,0,196,551,412,252,304,244,31,31,2665,2280,31,28,0,0,241,85,991,612,387,225,123,102,379,264,115,31690.0,1099,991,475,516,2665,700,863,1563,1102
32031002704,"Census Tract 27.04, Washoe County, Nevada","Census Tract 27.04, Washoe County, Nevada",nv,140,0,ACSSF,952,,,,,32,31,,,,2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031002704,,,5411157,0,4932,4932,2360.645,2.08925948691654,4932,2466,2466,4932,286,322,554,178,587,695,688,585,538,356,96,47,4932,3277,173,63,82,8,1088,241,1612,1165,624,541,148,393,447,231,216,42194.0,1729,1612,966,646,4932,654,2363,3017,1915
32031002705,"Census Tract 27.05, Washoe County, Nevada","Census Tract 27.05, Washoe County, Nevada",nv,140,0,ACSSF,953,,,,,32,31,,,,2705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031002705,,,23990658,0,4916,4916,530.7225,9.26284523325977,4916,2449,2467,4916,332,432,347,156,488,792,591,784,452,258,247,37,4916,4039,50,24,225,16,306,256,1569,1083,783,300,99,201,486,257,229,53359.0,1696,1569,1082,487,4861,932,1222,2154,2707
32031002706,"Census Tract 27.06, Washoe County, Nevada","Census Tract 27.06, Washoe County, Nevada",nv,140,0,ACSSF,954,,,,,32,31,,,,2706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031002706,,,2734458,0,5251,5251,4973.573,1.05578018122092,5251,2735,2516,5251,295,383,370,331,421,786,678,738,771,264,156,58,5251,3972,307,0,114,0,754,104,1635,1207,836,371,91,280,428,208,220,52113.0,1685,1635,1213,422,5207,849,1589,2438,2769
32031002707,"Census Tract 27.07, Washoe County, Nevada","Census Tract 27.07, Washoe County, Nevada",nv,140,0,ACSSF,955,,,,,32,31,,,,2707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031002707,,,4810110,0,4775,4775,2571.083,1.8571939329448601,4775,2504,2271,4775,293,242,464,239,368,645,397,918,595,468,121,25,4775,3517,28,32,404,86,451,257,1521,1111,852,259,71,188,410,229,181,52175.0,1691,1521,1081,440,4775,696,1550,2246,2529
32031002801,"Census Tract 28.01, Washoe County, Nevada","Census Tract 28.01, Washoe County, Nevada",nv,140,0,ACSSF,956,,,,,32,31,,,,2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031002801,,,3262069,0,4900,4900,3890.458,1.25949193586997,4900,2353,2547,4900,170,256,390,189,799,724,531,414,880,336,103,108,4900,3272,342,215,361,0,430,280,1636,909,591,318,142,176,727,289,438,49762.0,1778,1636,682,954,4900,846,1343,2189,2711
32031002802,"Census Tract 28.02, Washoe County, Nevada","Census Tract 28.02, Washoe County, Nevada",nv,140,0,ACSSF,957,,,,,32,31,,,,2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031002802,,,1437095,0,5710,5710,10290.78,0.5548655051683641,5710,2801,2909,5710,451,645,465,243,364,941,885,542,643,361,100,70,5710,4024,60,58,294,26,1045,203,1822,1442,1012,430,88,342,380,156,224,46667.0,1967,1822,1061,761,5710,870,1907,2777,2933
32031002901,"Census Tract 29.01, Washoe County, Nevada","Census Tract 29.01, Washoe County, Nevada",nv,140,0,ACSSF,958,,,,,32,31,,,,2901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031002901,,,1406722,0,3518,3518,6477.17,0.543138423807369,3518,1706,1812,3518,173,241,182,241,270,462,514,409,498,331,98,99,3518,2923,83,0,46,15,220,231,1175,835,680,155,62,93,340,169,171,61656.0,1314,1175,924,251,3518,255,679,934,2584
32031002902,"Census Tract 29.02, Washoe County, Nevada","Census Tract 29.02, Washoe County, Nevada",nv,140,0,ACSSF,959,,,,,32,31,,,,2902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031002902,,,1594413,0,4333,4333,7038.589,0.615606327133562,4333,2264,2069,4333,162,204,359,220,237,658,570,672,620,378,128,125,4333,3377,75,131,28,20,240,462,1480,949,717,232,66,166,531,274,257,48527.0,1590,1480,1242,238,4333,535,1025,1560,2773
32031003000,"Census Tract 30, Washoe County, Nevada","Census Tract 30, Washoe County, Nevada",nv,140,0,ACSSF,960,,,,,32,31,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003000,,,2265470,0,6623,6623,7571.714,0.874702894376345,6623,3403,3220,6623,259,458,420,213,740,809,791,891,777,814,376,75,6623,5666,37,148,235,0,464,73,2795,1347,837,510,80,430,1448,722,726,34784.0,3184,2795,1017,1778,6623,1831,1460,3291,3332
32031003101,"Census Tract 31.01, Washoe County, Nevada","Census Tract 31.01, Washoe County, Nevada",nv,140,0,ACSSF,961,,,,,32,31,,,,3101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003101,,,21477032,9695,4144,4144,499.73900000000003,8.29232876754641,4144,2302,1842,4144,165,227,84,152,622,651,442,642,412,447,187,113,4144,3232,208,56,326,7,178,137,1993,873,603,270,74,196,1120,664,456,42375.0,2181,1993,492,1501,4125,622,849,1471,2654
32031003105,"Census Tract 31.05, Washoe County, Nevada","Census Tract 31.05, Washoe County, Nevada",nv,140,0,ACSSF,962,,,,,32,31,,,,3105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003105,,,1158101,0,2316,2316,5179.524,0.44714531495898796,2316,1055,1261,2316,141,113,155,124,219,215,231,370,338,252,107,51,2316,1954,67,28,150,0,13,104,925,624,454,170,57,113,301,100,201,65875.0,958,925,688,237,2316,222,362,584,1732
32031003106,"Census Tract 31.06, Washoe County, Nevada","Census Tract 31.06, Washoe County, Nevada",nv,140,0,ACSSF,963,,,,,32,31,,,,3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003106,,,2198468,0,7196,7196,8477.519,0.848833276447613,7196,3170,4026,7196,503,321,404,300,593,1202,860,941,1027,524,353,168,7196,4714,0,0,980,234,448,820,2610,1838,1380,458,143,315,772,314,458,60346.0,2811,2610,1986,624,7196,590,1254,1844,5352
32031003108,"Census Tract 31.08, Washoe County, Nevada","Census Tract 31.08, Washoe County, Nevada",nv,140,0,ACSSF,964,,,,,32,31,,,,3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003108,,,2040477,0,3415,3415,4334.677,0.7878326077186459,3415,1730,1685,3415,161,136,361,82,376,353,416,571,476,329,100,54,3415,2750,17,191,97,15,260,85,1133,908,749,159,36,123,225,87,138,80690.0,1189,1133,848,285,3288,57,613,670,2618
32031003109,"Census Tract 31.09, Washoe County, Nevada","Census Tract 31.09, Washoe County, Nevada",nv,140,0,ACSSF,965,,,,,32,31,,,,3109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003109,,,2193263,16606,3499,3499,4131.911,0.8468236146267858,3499,1560,1939,3499,166,288,112,89,154,387,434,309,535,566,303,156,3499,2698,68,93,366,0,133,141,1459,1014,858,156,29,127,445,180,265,72888.0,1486,1459,1278,181,3499,148,450,598,2901
32031003110,"Census Tract 31.10, Washoe County, Nevada","Census Tract 31.10, Washoe County, Nevada",nv,140,0,ACSSF,966,,,,,32,31,,,,3110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003110,,,1813435,0,5407,5407,7722.397,0.7001711977043911,5407,2604,2803,5407,297,149,270,373,524,948,489,982,561,536,114,164,5407,4089,104,36,520,26,567,65,2137,1352,1022,330,96,234,785,248,537,63568.0,2245,2137,1175,962,5407,291,601,892,4515
32031003202,"Census Tract 32.02, Washoe County, Nevada","Census Tract 32.02, Washoe County, Nevada",nv,140,0,ACSSF,967,,,,,32,31,,,,3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003202,,,139043657,15487402,5759,5759,107.2738,53.685061089086105,5759,2932,2827,5759,93,393,206,156,415,518,532,945,1281,748,350,122,5759,5435,32,63,87,10,25,107,2443,1735,1412,323,34,289,708,458,250,70809.0,2495,2443,2030,413,5759,224,1245,1469,4290
32031003203,"Census Tract 32.03, Washoe County, Nevada","Census Tract 32.03, Washoe County, Nevada",nv,140,0,ACSSF,968,,,,,32,31,,,,3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003203,,,41930023,0,4807,4807,296.925,16.1892734638153,4807,2296,2511,4807,196,183,301,305,190,219,594,893,925,728,242,31,4807,4478,47,25,38,31,15,173,1836,1617,1437,180,75,105,219,76,143,122938.0,1860,1836,1730,106,4807,241,243,484,4323
32031003204,"Census Tract 32.04, Washoe County, Nevada","Census Tract 32.04, Washoe County, Nevada",nv,140,0,ACSSF,969,,,,,32,31,,,,3204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003204,,,140479573,7708858,2220,2220,40.92961,54.239466746564105,2220,1203,1017,2220,55,79,73,24,84,220,168,363,473,532,123,26,2220,2098,36,7,14,0,14,51,985,772,656,116,16,100,213,177,36,95391.0,1153,985,935,50,2220,155,182,337,1883
32031003305,"Census Tract 33.05, Washoe County, Nevada","Census Tract 33.05, Washoe County, Nevada",nv,140,0,ACSSF,970,,,,,32,31,,,,3305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003305,,,1469101,0,1299,1299,2290.104,0.5672230913811179,1299,664,635,1299,60,43,123,64,65,61,226,221,222,143,71,0,1299,1009,1,16,33,0,233,7,510,338,220,118,33,85,172,97,75,65417.0,835,510,335,175,1293,114,139,253,1040
32031003306,"Census Tract 33.06, Washoe County, Nevada","Census Tract 33.06, Washoe County, Nevada",nv,140,0,ACSSF,971,,,,,32,31,,,,3306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003306,,,1426175,148536,1979,1979,3593.9390000000003,0.550649269417465,1979,1050,929,1979,174,175,166,30,121,270,330,293,200,114,90,16,1979,1479,9,33,39,0,399,20,691,536,451,85,47,38,155,99,56,66563.0,1350,691,337,354,1968,418,231,649,1319
32031003307,"Census Tract 33.07, Washoe County, Nevada","Census Tract 33.07, Washoe County, Nevada",nv,140,0,ACSSF,972,,,,,32,31,,,,3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003307,,,2162328,172816,1263,1263,1512.793,0.834879543843446,1263,639,624,1263,38,22,51,35,250,149,130,79,255,164,71,19,1263,1122,9,0,35,0,94,3,506,299,268,31,12,19,207,127,80,74545.0,1229,506,311,195,1120,156,190,346,774
32031003308,"Census Tract 33.08, Washoe County, Nevada","Census Tract 33.08, Washoe County, Nevada",nv,140,0,ACSSF,973,,,,,32,31,,,,3308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003308,,,18644056,428699,2073,2073,287.9762,7.198510572249759,2073,1078,995,2073,22,27,89,49,117,148,141,313,490,472,143,62,2073,1977,0,20,43,6,1,26,975,584,584,0,0,0,391,210,181,104313.0,1959,975,850,125,2073,119,95,214,1859
32031003309,"Census Tract 33.09, Washoe County, Nevada","Census Tract 33.09, Washoe County, Nevada",nv,140,0,ACSSF,974,,,,,32,31,,,,3309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003309,,,42170951,1893955,2287,2287,140.4593,16.2822962886315,2287,1016,1271,2287,115,64,95,57,100,200,240,222,455,373,284,82,2287,2137,0,36,0,0,0,114,1071,730,633,97,36,61,341,188,153,93070.0,2621,1071,899,172,2287,106,156,262,2025
32031003501,"Census Tract 35.01, Washoe County, Nevada","Census Tract 35.01, Washoe County, Nevada",nv,140,0,ACSSF,975,,,,,32,31,,,,3501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003501,,,2147483647,78564227,3778,3778,4.556483999999999,829.1481072499181,3778,2049,1729,3778,198,199,187,99,198,310,313,638,854,536,205,41,3778,2972,20,598,0,14,0,174,1544,1083,935,148,37,111,461,326,135,74000.0,1868,1544,1387,157,3765,457,519,976,2789
32031003503,"Census Tract 35.03, Washoe County, Nevada","Census Tract 35.03, Washoe County, Nevada",nv,140,0,ACSSF,976,,,,,32,31,,,,3503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003503,,,20739082,0,4511,4511,563.3536,8.00740466751197,4511,2324,2187,4511,409,335,229,145,364,629,468,598,799,417,107,11,4511,4059,58,51,43,0,91,209,1624,1246,1034,212,70,142,378,214,164,74044.0,1683,1624,1409,215,4500,297,909,1206,3294
32031003504,"Census Tract 35.04, Washoe County, Nevada","Census Tract 35.04, Washoe County, Nevada",nv,140,0,ACSSF,977,,,,,32,31,,,,3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003504,,,27766656,0,7644,7644,713.0087,10.7207662738206,7644,3959,3685,7644,411,503,534,409,664,782,1208,1133,935,634,252,179,7644,6957,176,80,244,32,36,119,2621,1954,1670,284,122,162,667,471,196,87642.0,2802,2621,2052,569,7644,461,421,882,6762
32031003507,"Census Tract 35.07, Washoe County, Nevada","Census Tract 35.07, Washoe County, Nevada",nv,140,0,ACSSF,978,,,,,32,31,,,,3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003507,,,3551219,0,4441,4441,3238.926,1.3711333797685599,4441,2216,2225,4441,248,241,260,168,232,540,581,650,745,606,151,19,4441,3676,130,12,295,0,85,243,1617,1344,1203,141,27,114,273,69,204,79470.0,1623,1617,1265,352,4398,102,486,588,3810
32031003508,"Census Tract 35.08, Washoe County, Nevada","Census Tract 35.08, Washoe County, Nevada",nv,140,0,ACSSF,979,,,,,32,31,,,,3508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003508,,,4635969,0,3328,3328,1859.2620000000002,1.7899577140898002,3328,1711,1617,3328,243,270,210,63,163,512,443,559,397,354,79,35,3328,2898,27,31,172,0,73,127,1222,911,800,111,36,75,311,161,150,86500.0,1253,1222,1099,123,3323,168,316,484,2839
32031003509,"Census Tract 35.09, Washoe County, Nevada","Census Tract 35.09, Washoe County, Nevada",nv,140,0,ACSSF,980,,,,,32,31,,,,3509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003509,,,11275004,267622,5773,5773,1326.119,4.35330356742966,5773,2663,3110,5773,500,477,651,165,291,953,1122,736,510,270,72,26,5773,4210,399,89,317,0,443,315,2089,1539,933,606,155,451,550,203,347,76932.0,2192,2089,1087,1002,5745,303,787,1090,4655
32031003510,"Census Tract 35.10, Washoe County, Nevada","Census Tract 35.10, Washoe County, Nevada",nv,140,0,ACSSF,981,,,,,32,31,,,,3510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003510,,,1908171,0,3452,3452,4685.4490000000005,0.736748973354317,3452,1757,1695,3452,205,110,250,236,273,623,499,451,492,253,50,10,3452,2704,34,27,178,0,279,230,1309,934,600,334,150,184,375,177,198,59886.0,1377,1309,761,548,3452,484,481,965,2487
32031003511,"Census Tract 35.11, Washoe County, Nevada","Census Tract 35.11, Washoe County, Nevada",nv,140,0,ACSSF,982,,,,,32,31,,,,3511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003511,,,4637992,146552,5443,5443,3039.528,1.7907387987898,5443,2702,2741,5443,372,435,360,235,235,576,661,744,847,696,224,58,5443,4720,260,15,217,24,69,138,2039,1622,1365,257,106,151,417,217,200,86228.0,2066,2039,1640,399,5432,179,414,593,4839
32031003512,"Census Tract 35.12, Washoe County, Nevada","Census Tract 35.12, Washoe County, Nevada",nv,140,0,ACSSF,983,,,,,32,31,,,,3512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003512,,,7808927,0,4922,4922,1632.48,3.0150436990441696,4922,2464,2458,4922,217,239,313,400,199,535,598,644,815,576,221,165,4922,4234,89,73,279,0,47,200,1889,1371,1204,167,64,103,518,255,263,87442.0,2028,1889,1472,417,4861,276,477,753,4108
32031003513,"Census Tract 35.13, Washoe County, Nevada","Census Tract 35.13, Washoe County, Nevada",nv,140,0,ACSSF,984,,,,,32,31,,,,3513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003513,,,12517275,0,2783,2783,575.8391,4.83294710245762,2783,1310,1473,2783,134,191,154,93,219,503,428,491,264,202,95,9,2783,2201,46,0,91,6,308,131,1286,713,504,209,46,163,573,259,314,61210.0,1449,1286,484,802,2783,113,232,345,2438
32031003514,"Census Tract 35.14, Washoe County, Nevada","Census Tract 35.14, Washoe County, Nevada",nv,140,0,ACSSF,985,,,,,32,31,,,,3514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003514,,,7100332,0,2865,2865,1045.066,2.74145362835658,2865,1390,1475,2865,106,103,197,92,223,185,332,501,540,454,76,56,2865,2680,26,21,14,0,43,81,1108,918,852,66,19,47,190,80,110,83807.0,1125,1108,1050,58,2810,222,313,535,2275
32031003515,"Census Tract 35.15, Washoe County, Nevada","Census Tract 35.15, Washoe County, Nevada",nv,140,0,ACSSF,986,,,,,32,31,,,,3515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031003515,,,105033484,855173,7482,7482,184.4963,40.5536581636672,7482,3759,3723,7482,399,732,807,363,374,985,1089,1087,666,791,189,0,7482,6300,133,209,547,0,0,293,2406,1972,1748,224,174,50,434,225,209,99550.0,2503,2406,2078,328,7455,287,1315,1602,5853
32031940200,"Census Tract 9402, Washoe County, Nevada","Census Tract 9402, Washoe County, Nevada",nv,140,0,ACSSF,987,,,,,32,31,,,,940200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031940200,,,1435784665,28507335,1473,1473,2.65712,554.359597032882,1473,705,768,1473,100,74,109,47,116,244,136,206,187,142,96,16,1473,375,16,915,15,47,18,87,574,329,132,197,55,142,245,87,158,31800.0,662,574,408,166,1459,322,527,849,610
32031980000,"Census Tract 9800, Washoe County, Nevada","Census Tract 9800, Washoe County, Nevada",nv,140,0,ACSSF,988,,,,,32,31,,,,980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031980000,,,10301205,0,93,93,23.38259,3.9773176555258196,93,35,58,93,0,5,48,29,3,0,0,0,0,8,0,0,93,72,3,0,3,0,9,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
32031980100,"Census Tract 9801, Washoe County, Nevada","Census Tract 9801, Washoe County, Nevada",nv,140,0,ACSSF,989,,,,,32,31,,,,980100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031980100,,,15005344,82923,0,0,0.0,5.79359595488473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
32031980200,"Census Tract 9802, Washoe County, Nevada","Census Tract 9802, Washoe County, Nevada",nv,140,0,ACSSF,990,,,,,32,31,,,,980200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031980200,,,70348514,0,0,0,0.0,27.1617134905644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
32031980300,"Census Tract 9803, Washoe County, Nevada","Census Tract 9803, Washoe County, Nevada",nv,140,0,ACSSF,991,,,,,32,31,,,,980300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031980300,,,269495599,18144,0,0,0.0,104.052831132808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
32031990000,"Census Tract 9900, Washoe County, Nevada","Census Tract 9900, Washoe County, Nevada",nv,140,0,ACSSF,992,,,,,32,31,,,,990000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031990000,,,0,53107322,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
32031990100,"Census Tract 9901, Washoe County, Nevada","Census Tract 9901, Washoe County, Nevada",nv,140,0,ACSSF,993,,,,,32,31,,,,990100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US32031990100,,,0,422244510,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
06017030200,"Census Tract 302, El Dorado County, California","Census Tract 302, El Dorado County, California",ca,140,0,ACSSF,3351,,,,,6,17,,,,30200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06017030200,,,9429896,1486408,5299,5299,1455.408,3.64090335553678,5299,2868,2431,5299,198,230,218,316,509,821,853,591,867,441,225,30,5299,4084,58,61,212,20,703,161,2055,1088,854,234,167,67,967,551,416,54071.0,3386,2055,946,1109,5103,519,1110,1629,3474
06017030301,"Census Tract 303.01, El Dorado County, California","Census Tract 303.01, El Dorado County, California",ca,140,0,ACSSF,3352,,,,,6,17,,,,30301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06017030301,,,1134174,0,2874,2874,6563.036999999999,0.437907048217984,2874,1629,1245,2874,173,180,87,27,425,378,311,425,447,192,202,27,2874,2456,10,3,39,0,320,46,1054,577,445,132,75,57,477,306,171,48269.0,1852,1054,543,511,2874,479,841,1320,1554
06017030302,"Census Tract 303.02, El Dorado County, California","Census Tract 303.02, El Dorado County, California",ca,140,0,ACSSF,3353,,,,,6,17,,,,30302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06017030302,,,3241412,0,2718,2718,2171.766,1.2515162232411898,2718,1311,1407,2718,171,160,57,31,230,505,314,353,479,260,54,104,2718,2442,25,19,27,0,191,14,1207,693,481,212,38,174,514,254,260,36782.0,2504,1207,478,729,2718,529,793,1322,1396
06017030401,"Census Tract 304.01, El Dorado County, California","Census Tract 304.01, El Dorado County, California",ca,140,0,ACSSF,3354,,,,,6,17,,,,30401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06017030401,,,4779638,541288,3710,3710,2010.3729999999998,1.84542862746854,3710,1862,1848,3710,174,123,60,48,144,790,427,246,841,554,225,78,3710,3339,15,0,80,19,191,66,1551,863,722,141,18,123,688,354,334,56339.0,3730,1551,1115,436,3692,323,557,880,2812
06017030402,"Census Tract 304.02, El Dorado County, California","Census Tract 304.02, El Dorado County, California",ca,140,0,ACSSF,3355,,,,,6,17,,,,30402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06017030402,,,10996506,0,3972,3972,935.5182,4.24577488389908,3972,1992,1980,3972,156,198,312,141,378,683,349,622,511,415,161,46,3972,3302,77,7,180,11,171,224,1664,930,589,341,101,240,734,392,342,37868.0,2862,1664,756,908,3919,743,952,1695,2224
06017030502,"Census Tract 305.02, El Dorado County, California","Census Tract 305.02, El Dorado County, California",ca,140,0,ACSSF,3356,,,,,6,17,,,,30502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06017030502,,,17251475,36532,2638,2638,396.0466,6.660832405401111,2638,1368,1270,2638,200,143,118,98,132,167,415,404,552,340,69,0,2638,2552,8,0,6,0,8,64,1027,757,688,69,28,41,270,114,156,89583.0,1889,1027,932,95,2624,152,295,447,2177
